HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,PROJECTCODE,EAST,NORTH,RL,DEPTH,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,DDHName,PlannedHoleID,Geologist1,Geologist2,DrillholeStatus,HolePurposeComment,HoleGeneralComment,Drillhole_Coordinateset_D,Drillhole_Best_X_D,Drillhole_Best_Y_D,Drillhole_Best_Z_D,MapSection,LocationGridName,XGridLine,YGridLine,BestGridName_D,WedgeHole,StartDrillingDepth
WC____534___,58.07066458,-104.5665385,WCI,525571.802,6436658.676,472.008,518.2,ML 5521,PHASE 2,21-janv-18,26-janv-18,WC-534,,D. Gaco,,Complete,Vertical drill hole testing the unconformity ~12 m south of the WC-530 unconformity intercept. Testing for possible extension of unconformity mineralization intersected in WC-530.,Moderate to weakly bleached MFc. Moderate to locally weakly bleached MFb. Local zones of gouge and blocky core associated with zones of desilicification from 401.7-448.7 m. Uc at 448.7 m ? altered ~ 75 dtca. From 448.7-458.2 m: anatectic pelitic gneiss with remnant weak PWP and weak bleaching overprinting. From 458.2-485.8 m: anatectic pelitic gneiss with trace to rarely weak disseminated graphite. From 485.8 to EOH (518.2 m): medium-grained anatectic graphitic pelitic gneiss displaying moderate to weak disseminated and remobilized graphite. Trace ductile deformation with cordierites with poorly developed augen texture. Two thin quartz/carbonate breccias from 463.6-464.1 and 465.6-465.7 m. Local anatectic granites (largest interval from 478.6-480.2 m). Probe peak of 1055.7 cps at 448.6 m in basal sandstone.,NAD83_UTMZ13N_DGPS_F,525571.802,6436658.676,472.008,074I02,,,,NAD83_UTMZ13N,,
WC____535-1_,58.09215489,-104.4659714,WCI,531485.511,6439093.756,453.139,560.5,S-106559,CONTACT,26-janv-18,1-Feb-2018,WC-535-1,,E. Meszaros,,Complete,Wedge hole to get past stuck core barrel at the bottom of WC-535. Testing the EM pick on L8600E onthe Contact conductor.,Strongly bleached MFc. Weakly bleached MFb. Local weak to moderately silicified weak fracture interval from 316-324m. Blocky dissolution zone for 50m above Uc. Uc at 403.3m - sharp contact at 75 dtca. Variably anatectic fine to medium-grained pelitic gneiss below. Weakly graphitic from 429.4-447.3m. 447.3-452.8m: protocataclasite in fine-grained pelitic gneiss ? moderate remobilized graphite in shear/fault planes. Sheared pelitic gneiss from 525.7-533.7m with several short protocataclasite intervals (moderate remobilized graphite and pyrite stringers/vein fill). Foliated calc-silicate from 539.5-543.9m intercalated with pelitic material. Psammo-pelitic gneiss (trace graphite) to 555.4m; alkali feldspar pegmatite with pelite rafts to EOH at 560.5m. Probing peak of 1617 cps in a pegmatite at 495.3m.,NAD83_UTMZ13N_DGPS_F,531485.511,6439093.756,453.139,074I01,CIGAR,,,NAD83_UTMZ13N,True,154.6
WC____535___,58.09215489,-104.4659714,WCI,531485.511,6439093.756,453.139,173.5,S-106559,CONTACT,23-janv-18,26-janv-18,WC-535,WCI_2018_08,E. Meszaros,,Abandoned,Testing the 2012 moving loop EM pick on line 8600E along the Contact conductor.,Rods became stuck and the hole was abandoned.,NAD83_UTMZ13N_DGPS_F,531485.511,6439093.756,453.139,074I01,CIGAR,,,NAD83_UTMZ13N,False,
WC____536___,58.08506385,-104.6225579,WCI,522258.141,6438241.948,493.511,683.5,S-106555,CIGAR NORTH,26-janv-18,7-Feb-2018,WC-536,WCI_2018_03,D. Dukart,D. Gaco,Complete,Testing 130 m north of the unconformity intercept of 2017 drill hole WC-522. Targeting the subcrop of the graphitic cataclasite and quartz-breccia at the unconformity and into the basement. Interpreted to represent the main unconformity-offsetting structure that is mineralized approximately 1.5 km along strike to the east-southeast.,Weak to locally moderately bleached MFc. Weak to locally moderately bleached MFb. Local blocky zones associated with trace to moderate desilicification: 478.3-485.5; 495.5-500.6; and 517.9-521.0 m. Uc 551.4 m: rubbly. PWP pelitic gneiss to 566.1 m. Graphitic pelitic gneiss to 583.7 m. Granitic gneiss to EOH at 683.5 m; weak to moderate bleaching noted to 625.8 m and weak argillization to 662.7 m; fresh below 664.9 m. Local zones of brittle faulting: 564.1-567.8; 567.8-569; 583.7-585.6; 585.6-586; 625.5-625.8; and 638.6-646.9 m. Probe peak of 968.8 cps at 549.1 m in basal sandstone.,NAD83_UTMZ13N_DGPS_F,522258.141,6438241.948,493.511,074I02,,,,NAD83_UTMZ13N,False,
WC____537-1_,58.1105713,-104.4087097,WCI,534843.465,6441172.24,452.4561,548.5,S-106553,CONTACT,8-Feb-2018,14-Feb-2018,WC-537-1,,E. Meszaros,D. Dukart,Complete,Wedge hole off of WC-537 when the core barrel broke off. Testing the 2012 Moving Loop EM pick on line 12000E; proximal to an interpreted flexure in the magnetic data and potential cross-cutting; NNW trending lineament.,**All data shifted 3m shallower from 257 m to the EOH** Strong quartz dissolution between 251 and 284 m with small intervals of complete core loss. Moderate to locally strongly bleached MFc associated with strongly desilicified zones. Minor mineralization which appeared to be fracture controlled from 396.3 to 396.4 m - probing peak of 3450 cps. Weakly bleached zone directly below the unconformity at 383.7 m followed by a strong PWP to 404.2 m. Weakly structured throughout basement. Weak graphite content to 442.8 m followed by trace graphite through the rest of the hole with the graphite being associated with fractures. Small intervals of calc-silicate banding and anatectic melt among pelitic gneiss.,NAD83_UTMZ13N_DGPS_F,534843.465,6441172.24,452.456,074I01,,,,NAD83_UTMZ13N,True,200.5
WC____537___,58.1105713,-104.4087097,WCI,534843.465,6441172.24,452.456,275.5,S-106553,CONTACT,3-Feb-2018,7-Feb-2018,WC-537,WCI_2018_10,E. Meszaros,,Abandoned,Targeted to test the 2012 Moving Loop EM pick on L12000E along the Contact conductor; proximal to an interpreted cross-cutting magnetic lineament and break in the northeast trending magnetic high to the north of the interpreted northeast trending conductor trend.,Core tube became stuck at 275.5m (that core was not recovered); when rods were pulled out to retrieve the stuck tube the rod string broke at the adapter coupling just below the locking coupler and left the core barrel and tube at the bottom of the hole. It could not be retrieved. First wedge attempt was at 221.5m but the wedge sheared off 11metres above the plug. Second attempt at 198.6m was successful - drill hole proceeded as WC-537-1.,NAD83_UTMZ13N_DGPS_F,534843.465,6441172.24,452.456,074I01,CIGAR,L12000,,NAD83_UTMZ13N,,
WC____538___,58.08494789,-104.6342202,WCI,521570.504,6438225.252,497.414,779,S-106555,CIGAR NORTH,8-Feb-2018,21-Feb-2018,WC-538,WCI_2018_09,D. Gaco,,Complete,Testing the 2018 Moving Loop EM pick on L1300W on the Cigar North grid.,Weakly bleached MFc. Weak to rarely moderately bleached MFb. Uc at 552 m at 80 dtca. PWP pelitic gneiss to 585.7 m. Trace graphite pelitic gneiss to 605.9 m. Weak to moderately graphitic pelitic gneiss to 614.7 m. Anatectic granite to 618.9 m. Metatexite pelitic gneiss to 630 m. From 630 to 693.8 m: variably graphitic pelitic gneiss. From 693.8-716.7 and 731.5-779 m: medium-grained granitic gneiss; muddy green alteration to 767.7 m; fresh to 775.3 m. Quartz breccia from 716.7 to 731.5 m. Abundant faulting throughout basement: 605-614.5; 632.7-633.1; 635-639.8; 651.7-656; 686.6-693.8; 713.1-714.2; and 775.3-779 m; common weak structure between. Probe peak of 547.83 cps at 551.4 m in basal sandstone.,NAD83_UTMZ13N_DGPS_F,521570.504,6438225.252,497.414,074I02,,,,NAD83_UTMZ13N,,
WC____539-1_,58.08331156,-104.5971135,WCI,523759.719,6438055.533,490.576,596.4,S-106555,CIGAR NORTH,20-Feb-2018,01-mars-18,WC-539-1,,A. Smith,,Complete,Wedge hole off of WC-539 at 347 metres to the north. Testing for an extension of unconformity mineralization intersected in WC-539 to the north at the fault nose. Additionally testing for an up dip expression of the mineralization intersected at depth in WC-539 along the main thrust fault where it projects up the unconformity at the sandstone wedge.,Moderately to strongly bleached MFb sandstone with trace pyrite/druzy quartz on a few fractures and grey-reduced alteration in the basal sandstone. Below 472 m: moderately to strongly fractured with weak to moderate silicification. Uc at 501.5 m with silicified altered basement below before intersecting main offsetting thrust fault as a m-scale clay gouge with moderate chlorite/hydrothermal hematite. Below main fault a sandstone wedge was intersected with a second Uc at 523.8 m. Trace Umin associated with hydrothermal hematite and chlorite in fractures/S0 in lower half of sandstone wedge and extending into strongly fractured/grey-reduced basement directly below second Uc. The rest of the basement consisted of moderately to strongly silicified footwall granite to 561 m followed by a narrow interval of persevered PWP then moderately muddy-green altered footwall granite to the end of the hole at 496.4 m. Probing peak of 8000 cps at 524 m.,NAD83_UTMZ13N_DGPS_F,523759.719,6438055.533,490.576,074I02,,,,NAD83_UTMZ13N,True,347
WC____539___,58.08331156,-104.5971135,WCI,523759.719,6438055.533,490.576,641.4,S-106555,CIGAR NORTH,11-Feb-2018,18-Feb-2018,WC-539,WCI_2018_02,K. Martin,,Complete,Testing for the extension of basement mineralization approximately 100 m to the west of intersection in WC-511 and WC-518.,Grey reduced sandstone past 383 m; several narrow fault intervals in the basal sandstone. Umin straddles the unconformity and is intersected within the basement. Moderate pitchblende is observed from 499.6-501.2 m; unconformity contact at 499.9 m. Abundant structure-controlled Umin from 531.4-535.8 m spanning over the contact between hanging-wall cataclasite and gouged footwall granitic gneiss. Pitchblende occurs along veins and fractures. Max RA (SPPY) for the hole is between 534.6 and 534.8 m with 40000+ cps within cataclastic fault planes. Using a cut-off of 0.05%; 19.1 m intersected at 1.7% for an overall GT of 33.2; including 3.4 m at 3.0% from 498 to 501.4 m; and 6.4 m at 3.0% from 531.1 to 537.9 m.,NAD83_UTMZ13N_DGPS_F,523759.719,6438055.533,490.576,074I02,CIGAR NORTH,,,NAD83_UTMZ13N,,
WC____540___,58.11471977,-104.394287,WCI,535689.186,6441641.637,452.125,48,S-113761,CONTACT,15-Feb-2018,17-Feb-2018,WC-540,,D. Dukart,,Abandoned,Targeting the 2012 ML SQUID EM pick on L12800E.,120 feet of water; put casing in from 42 to 48m; NQ rods broke off at 30m and NW rods fell into the lake. Restarted at a -67 from the same set up.,NAD83_UTMZ13N_DGPS_F,535689.186,6441641.637,452.125,,,,,NAD83_UTMZ13N,,
WC____540A__,58.11471977,-104.394287,WCI,535689.186,6441641.637,452.125,578.1,S-106553,CONTACT,17-Feb-2018,25-Feb-2018,WC-540A,,D. Dukart,,Complete,Targeting the 2012 ML SQUID EM pick on L12800E along the Contact conductor. Restart of WC-540.,Weakly to locally moderately bleached MFc and MFb. Local zones of rubbly core throughout sandstone units associated with quartz dissolution; weakly structured otherwise. Unconformity at 404.5 m. PWP through pelitic gneiss down to 450.1 m. NE/SW trending foliation. Intersected 3 separate graphitic meta-sediment packages. Moderate graphite from 450.1-459.3 m. Followed by two weakly graphitic pelitic gneiss units. Granitic units intermittently distributed throughout basement rock. Slightly structured basement with two weakly sheared zones associated with brittle graphitic fault core. Regional structure from 553 m down to EOH throughout psammo-pelitic garnet-rich gneiss.,NAD83_UTMZ13N_DGPS_F,535689.186,6441641.637,452.125,074I01,CIGAR,,,NAD83_UTMZ13N,,
WC____541___,58.08560145,-104.6509595,WCI,520583.033,6438292.789,497.706,757,S-106555,CIGAR NORTH,23-Feb-2018,05-mars-18,WC-541,,E. Meszaros,,Complete,Targeting the 2018 Moving Loop EM pick on L2300 along the Cigar North conductor.,"OB to 8.5 m. Strong to moderately bleached sandstone to 200 m; weak to moderate to the Uc. Thin breccias and gouged intervals throughout containing local moderate quartz dissolution. Uc at 561.3 m. Strong red zone paleoweathered pelitic gneiss from UC to 619.2 m. Unusually strong paleoweathering through majority of basement: red and red-green zone alteration extending to 735.3 m. Granitic gneiss and granite from 635.5 m to EOH. Basement lithology is faulted throughout with thin cm-scale gouges, breccias, and common clay replacement. Strongly hematized protocataclasite through coarse-grained and weakly locally foliated granite from 725.6 to 744.4 m. Probing peak of 239 cps in basal MFb conglomerate at 544.1 m.",NAD83_UTMZ13N_DGPS_F,520583.033,6438292.789,497.706,074H01,,,,NAD83_UTMZ13N,,
WC____542___,58.08331156,-104.5971135,WCI,523759.719,6438055.533,490.576,644.4,S-106555,CIGAR NORTH,02-mars-18,08-mars-18,WC-542,,A. Smith,K. Martin,Complete,Testing 20 m south of WC-539 for the down-dip extension of the sandstone structure intersected in the hole. Also testing for an extension of the mineralization encountered at the unconformity and down-dip of the mineralized basement structure. While installing casing the hole veered into the old hole of WC-539; a wedge was set at 31.2 m to start a new hole and achieve the -80 dip; therefore core started at 34 m.,OB to 18.8 m. Sandstone column is dominantly moderately bleached. Grey reduced with local silicification past 400 m. Grey reduced gouge from 467 to 468 m. Uranium mineralization; both bedding and fracture controlled; from 493.9 to the unconformity at 496.9 m. Fracture hosted uranium mineralization in basement between 501.8 and 501.9 m and sporadically between 507.3 and 509.1 m. Overall; structured and altered metasediments to 563.3 m followed by variably altered granitic gneiss to EOH at 644.4 m. Using a cut-off of 0.05%; 8.3 m at 0.5% for an total GT of 4.21; including 5.4 m at 0.7% from 492 to 497.4 m.,NAD83_UTMZ13N_DGPS_F,523759.719,6438055.533,490.576,074I02,,,,NAD83_UTMZ13N,True,31.2
WC____543___,58.08577226,-104.6342071,WCI,521570.776,6438317.036,497.566,713,S-106555,CIGAR NORTH,06-mars-18,15-mars-18,WC-543,,M. Thompson,E. Meszaros,Complete,Targeting ~90 m north of WC-538; up-dip of the brittle reactivation of the graphitic cataclasite and structure intersected at depth in the hole. Targeted to hit the approximate contact between the graphite package and the footwall granitic gneiss; to test the interpreted main unconformity offsetting fault.,MFc to 290.6 m with strong bleaching until 188.8 m; weak to locally moderate bleaching to end of interval. MFb from 290.6 - 585.3 m generally weakly bleached with local moderate bleaching in more structured zones. Altered UC 585.3 m. Strong paleoweathering through granitic gneiss to 611.7 m. Cataclastic granitic gneiss from 611.7 - 619.8 m with trace to weak remobilized graphite on fracture planes. Strongly chloritized fine-grained massive granite 619.8 - 623.6 m with rare trace to weak graphite on fractures. Coarse-grained pegmatitic granite 623.6 - 649.1 m with protocataclastic faulting throughout and local brecciation. Moderately to locally strongly chloritized granitic gneiss (649.1 - 711.5 m) with intervals of protocataclastic faulting throughout; moderate to strong remobilized graphite on fractures and in fault gouge. Quartz flooded; brecciated granitic gneiss from 711.5 to end of hole at 713 m.,NAD83_UTMZ13N_DGPS_F,521570.776,6438317.036,497.566,074I02,,,,NAD83_UTMZ13N,False,
WC____544___,58.08425366,-104.6024862,WCI,523442.265,6438158.542,481.1,650.8,S-106555,CIGAR NORTH,09-mars-18,18-mars-18,WC-544,WCI_2018_11,K. Martin,,Complete,Testing 30 metres south of WC-523; targeting the main offsetting structure at the unconformity and into the basement - testing for mineralization 300m along strike of WC-539 and 542; down-dip of the significant sandstone structure intersected in WC-523.,OB to 13.4; MFc/Mfb contact 248.8; Uc 490.7 metres. Weak to locally moderate bleaching and moderate silicification past 385 m to the Uc.  Variably graphitic pelitic gneiss with common brittle faulting and ductile shears throughout upper basement from 490.7 to 624.9. Moderate argillization coinciding with weak to moderate chlorite associated with zones of increased structure. Fresh granitic gneiss from 624.9 to the EOH at 650.8 m. Probe peak of 286 cps in the basal sandstone at 475.1 metres.,NAD83_UTMZ13N_DGPS_F,523442.265,6438158.542,481.1,074I02,,,,NAD83_UTMZ13N,,
